Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case
cVar,59246932704.0,1.1544555175148253e9,1.6579646495772476e9,1.685329530343652e9,6.266941483501296e9,2.0884226985819864e9,1.588378988235293e9,1.726615440473763e9,3.640431146625395e9,2.1072128358159184e9,1.029654667368673e9,7.223209422412496e8,1.1363128435638828e9,1.7536647039871037e9,1.714506334739112e9,5.647374291126453e9,5.298790974290857e9,3.566191277551718e8,6.130703582751856e8,2.7915989610593206e8,1.1643003411679754e9,3.3578425732059946e9,2.854376729437829e9,4.6370802943578205e9,1.660711110437286e9,4.619773263690737e9,4.8562196161443675e8,2027,TEMOA,0.5,full-base-200
cNSE,119727894.2,25389.644292842684,25367.550674605263,25379.264794211853,25848.157187920842,1.037359677826333e8,25413.307866193245,25509.36389039326,25704.14529691399,25643.411284213824,25416.589380610894,1.5380176985428095e7,25362.04048741335,25444.047799083615,25434.548013861917,25587.65890109675,25451.747210485286,25351.04663957251,25458.594981762762,25363.332840290917,25434.540719294502,25408.94773223264,25475.439329928653,25534.158893949658,25688.31455105959,25710.351316147757,25373.17898652159,2027,TEMOA,0.0,full-base-200
cStart,633386065.6,5.045019966784811e6,2.152346072835568e6,4.356916286912289e6,6.898450331463031e6,7.729084965560601e6,4.977959609793966e7,8.6716483605953e6,9.391760082164966e6,9.99423505986287e7,912701.2396715196,4.455778885434774e6,1.078630102425852e6,1.6647295496293811e7,2.9500735673545073e6,2.4398685389340714e7,3.5261018457575314e7,1.1131094738604426e7,2.8662068971864026e7,1.8067539003037956e7,4.8375804266557045e7,1.8738537502180558e7,9.408222093359841e6,8.152915498227371e6,6.914001280442637e6,1.8641929853464076e8,1.784522777172333e7,2027,TEMOA,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,TEMOA,0.0,full-base-200
cNetworkExp,362782181.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,TEMOA,0.0,full-base-200
cUnmetPolicyPenalty,71.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,TEMOA,0.0,full-base-200
cFix,129766133916.5,3.8512615404e9,2.39172685074e9,2.42968077213e9,7.63805272245e9,5.04533184978e9,6.9079428779800005e9,3.4915309736200004e9,4.1103347923500004e9,7.911186499660001e9,5.29597269029e9,9.703706556e7,3.72896961437e9,2.56342253343e9,3.05162694595e9,7.103493500110001e9,1.083735370535e10,3.9553270075600004e9,2.43177018371e9,2.263508094680001e9,7.21651866929e9,7.170542881419999e9,7.3347698144800005e9,6.798424856410001e9,4.465385792630001e9,9.30362394627e9,2.3713377358799996e9,2030,TEMOA,0.7,full-base-200
cVar,36068780222.8,3.020525527657816e8,1.1911826247094593e9,1.063988129568892e9,4.555375686810167e9,9.599255719901099e8,1.365086729657244e9,1.0949309739440377e9,1.505707566482087e9,7.680032450991901e8,1.9237852257630378e8,3.233111967857551e8,5.597001727795478e8,1.1786363247090971e9,7.866136388489225e8,3.2021935925759344e9,5.288570896204192e9,6.244408008198083e7,1.5312027986993235e8,7.89517327227198e7,3.2879471433961284e8,2.8585582632010775e9,1.416675108676784e9,3.247183030334381e9,6.055876612083783e8,2.78373017716135e9,1.9607774970947278e8,2030,TEMOA,0.2,full-base-200
cNSE,80924598.2,12189.34794389087,11541.24781729366,12267.295729991563,13535.122929280162,8.041524037336566e7,11938.408880563082,12168.024907812009,12115.476473754814,11915.938018449504,12355.95247100072,213345.99834204375,12400.839558479749,12831.680457535685,12880.895978092663,12608.89599235454,12185.662871066605,11445.620074456254,12337.250457782731,11834.143332235384,12230.563414100652,12226.916184227162,12417.337997632061,12546.207194609682,11858.595023992526,13636.449569181204,12543.977479059718,2030,TEMOA,0.0,full-base-200
cStart,3766333002.8,4.228527586307326e7,1.0116623158350848e8,1.0063774244501631e8,5.0641246170777816e8,9.897346262603411e7,1.2929170642034131e8,9.907811939806312e7,1.8921479528279448e8,1.2419331249504495e8,1.5481479036704233e7,4.555799390465082e7,4.180296860888075e7,7.357404350337033e7,8.649207376951663e7,4.30992231437632e8,4.497498347597468e8,1.2630401020119593e7,1.5871113606804518e7,1.1497490060724676e7,6.249658094571558e7,1.74118239318247e8,1.3724899563184857e8,3.4975720802110183e8,5.018020623781489e7,3.792190770193981e8,3.8409958088691816e7,2030,TEMOA,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,TEMOA,0.0,full-base-200
cNetworkExp,5696207856.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,TEMOA,0.0,full-base-200
cUnmetPolicyPenalty,2020185861.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,TEMOA,0.0,full-base-200
cFix,167770434501.2,5.51138197279e9,3.63757415962e9,4.409601278430001e9,9.349582024560001e9,7.40895547614e9,8.711133899980001e9,4.1681943396e9,4.969847949099998e9,1.039239864759e10,6.33375140966e9,1.1515494730000001e8,4.81085056248e9,3.2596812441300006e9,3.8099293916800003e9,7.138184572159999e9,1.654200957866e10,5.64382844669e9,2.895834456619999e9,2.8910131360699997e9,8.686090661749998e9,8.469013279589999e9,8.797316417979998e9,8.897427133519997e9,5.049664645049999e9,1.3066746645859999e10,2.8052682241899996e9,2035,TEMOA,0.7,full-base-200
cVar,46520056200.3,2.769136201593707e8,1.704745065444853e9,2.1337251356576707e9,5.375130067156554e9,1.1516982103092666e9,2.236538366335599e9,1.3057490356826985e9,1.9437714426292362e9,1.635541607222721e9,4.631750354732698e8,1.6906620674563387e8,4.472294147170457e8,1.0567539915707006e9,6.624827197699211e8,2.447422292751891e9,9.200778362542685e9,4.654436478220811e7,1.3328264157670137e8,7.288945682613139e7,2.4227554626735795e8,3.4165085746774516e9,2.0321877267955334e9,4.012608366292747e9,5.885003189254174e8,3.642314498432036e9,1.2222413148000835e8,2035,TEMOA,0.2,full-base-200
cNSE,373864482.7,24580.33808421472,24731.332601595048,24982.15710528305,25734.824973214174,3.6068201645564747e8,24773.5955656514,24793.574869453438,24942.171843527616,25338.05767561618,25034.825304806072,1.258418903240855e7,24636.816816213788,25458.68773104748,24525.627425435065,25616.485118330198,25168.2485252187,23781.37272789205,24461.389431528984,23929.011575879995,24341.623392197173,25148.88701024436,25157.269218775265,25446.89915895752,25485.56771080867,25745.800010999777,24462.623921465343,2035,TEMOA,0.0,full-base-200
cStart,6600965010.0,8.469647832828842e7,2.0773317940691498e8,3.1850672827187014e8,7.656247084087831e8,1.832547748864104e8,2.7958243113454884e8,1.6115767670368478e8,3.232497367818561e8,2.7299534847106546e8,5.927532868306536e7,6.380413765837872e7,5.372773588023831e7,7.922712272764966e7,1.3569124987622404e8,5.089184194055513e8,9.71921260481084e8,1.818626352115664e7,1.9174437125748087e7,1.2514905848533617e7,7.631971861745515e7,3.6815517339992887e8,2.7101126750843155e8,6.156517028968452e8,9.52774518156082e7,6.197554836820294e8,3.5552288522171065e7,2035,TEMOA,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,TEMOA,0.0,full-base-200
cNetworkExp,8650276268.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,TEMOA,0.0,full-base-200
cUnmetPolicyPenalty,2537236253.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,TEMOA,0.0,full-base-200
cFix,190861938367.0,6.61988352201e9,4.14536077871e9,6.027920961339999e9,1.055451871252e10,1.0002693512789999e10,9.5561957812e9,4.350025278449999e9,5.55544747056e9,1.2043879788890001e10,7.927812036809999e9,3.1042638305e8,5.05671008833e9,3.5678145198e9,4.09082850951e9,7.066200310270001e9,1.909673387116e10,6.2201118184e9,3.2080823630699997e9,3.2912377158599997e9,9.332262574130001e9,9.146256657090002e9,9.69850707307e9,9.830672599269999e9,6.09486290469e9,1.505666697739e10,3.01082615859e9,2040,TEMOA,0.7,full-base-200
cVar,52356137860.1,2.913832005079271e8,2.1505134639820657e9,2.733921357072771e9,5.758954893943892e9,1.0393387558273886e9,2.511645726807283e9,1.455571442425443e9,2.2251956177439213e9,2.0272341026503186e9,1.0386596194610295e9,1.5273333144260624e8,4.223193485249155e8,1.0302804845038295e9,6.030327586527208e8,2.0926851845864117e9,1.1184358211020329e10,1.42398216774593e8,1.3221769580365191e8,7.845661521183771e7,2.139970327040623e8,3.808590416844191e9,2.177293667129035e9,4.312348948618979e9,6.350807526535366e8,4.0375313578855243e9,1.0039565733961648e8,2040,TEMOA,0.2,full-base-200
cNSE,541778609.9,12815.678710118433,13020.835360760268,13273.39727049385,14383.56156435752,5.3065250699970615e8,13405.260008769088,13808.126070808143,13520.160680883277,12892.301431081585,5.882645740665983e6,4.9356282351715285e6,13474.542548111722,13607.97417497303,12930.193503063136,13260.141163116685,13052.910908349417,12827.17864053478,13411.175021342082,13111.173433111808,12977.21848280004,13554.562541577414,13525.532257014229,13722.09400709658,14252.006198950796,13980.676210837602,13022.260928344607,2040,TEMOA,0.0,full-base-200
cStart,9036432346.2,1.238858606131255e8,3.8924832297819e8,5.74255954487591e8,1.0160417059533885e9,1.5373475279238448e8,3.8990538312837183e8,2.049159554755687e8,4.4355251818232435e8,3.909967059067149e8,1.764139778219871e8,5.727727905506829e7,5.741994870981845e7,9.978831426528203e7,1.4942157256284964e8,5.2589842853235847e8,1.3401745015098875e9,4.800091024807585e7,2.409743824088459e7,1.6284492769125886e7,9.62804987006855e7,5.127982584605839e8,3.8315487280075306e8,8.099392212264503e8,1.5504419490131783e8,8.534328478101603e8,4.4468429102291994e7,2040,TEMOA,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,TEMOA,0.0,full-base-200
cNetworkExp,10638571555.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,TEMOA,0.0,full-base-200
cUnmetPolicyPenalty,8797541810.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,TEMOA,0.0,full-base-200
cFix,217325865920.6,7.831871948580001e9,5.156911110570001e9,7.41660818266e9,1.1659336164170002e10,1.1247064792739998e10,1.040793430045e10,4.72992765107e9,6.233059551320001e9,1.37858969344e10,9.85054098101e9,4.335859303600001e8,5.415937723460001e9,3.7445463815299997e9,4.7570088172699995e9,7.824731271580001e9,2.1322285495010002e10,7.507454705700001e9,3.5203314543900003e9,3.6896094643999987e9,1.051406191217e10,1.0062930867140001e10,1.0986138934630001e10,1.1395115782790005e10,7.62701712162e9,1.6887157459409998e10,3.3188009822200003e9,2045,TEMOA,0.7,full-base-200
cVar,59776525994.0,2.8595291998950076e8,2.673564281828858e9,3.573837089970016e9,6.537145486679422e9,1.05058244584196e9,2.7467134226456065e9,1.6548877086489542e9,2.536719367560205e9,2.610410818643407e9,1.4560957820546486e9,1.5213578829309085e8,4.2313165610377777e8,1.0319509566969519e9,5.863594746790704e8,1.9680988543278706e9,1.3092952315371662e10,1.5557114330444634e8,1.374541577682429e8,8.198097963367392e7,2.0908137635520804e8,4.452264651491031e9,2.5448345845769067e9,4.699993213850038e9,6.142334337894549e8,4.407391843535728e9,9.318224027893655e7,2045,TEMOA,0.2,full-base-200
cNSE,665517370.2,6.089551686362693e6,32916.859335848174,33416.16521710028,34896.51824651982,6.312232973033808e8,33155.96463477774,32753.058888210653,33162.81840963028,5.419912080384659e6,4.929617505991514e6,1.715637878105762e7,33301.43446370895,33569.69962332193,32542.491100927396,34328.61400339199,33021.663887972616,32592.299727968453,32960.06396390397,32398.07664791976,32788.503145568146,34251.8302795278,33300.39332697307,33397.30344251911,33385.18072412046,34210.45296969094,32263.471546821584,2045,TEMOA,0.0,full-base-200
cStart,10140486555.1,1.1048778001285493e8,4.662881842925183e8,6.488355140780163e8,1.1372382362537334e9,1.5292536569099823e8,4.433743992012407e8,2.4152843611378783e8,5.226334268568338e8,4.8422192470397294e8,2.1815023037365586e8,4.9321928582314506e7,5.536889572587968e7,1.0112710068402275e8,1.465909273923861e8,4.829389293717166e8,1.4792124236006918e9,5.110715560914711e7,2.7138626848905507e7,1.8196232485335484e7,9.834458856086107e7,6.396538171586504e8,4.787360892462378e8,9.520125762329832e8,1.3027814116454525e8,9.601291485408256e8,4.464647628376127e7,2045,TEMOA,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,TEMOA,0.0,full-base-200
cNetworkExp,12647252022.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,TEMOA,0.0,full-base-200
cUnmetPolicyPenalty,18388805899.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,TEMOA,0.1,full-base-200
cFix,237175471062.2,8.780703929470001e9,5.990924501709999e9,9.178505686320002e9,1.2809374027500002e10,1.1644821818999998e10,1.104198990306e10,5.02534583935e9,6.8026070200199995e9,1.471624500984e10,1.16799609357e10,5.0197238331e8,5.59341999737e9,4.0720655548199997e9,5.76079238661e9,8.309537247069999e9,2.231485098807e10,8.123014983040001e9,3.99438084084e9,4.0637149766800003e9,1.0772488299630001e10,1.110442175303e10,1.18778547884e10,1.2121964690630003e10,8.55224482922e9,1.8638515392840004e10,3.70375327868e9,2050,TEMOA,0.7,full-base-200
cVar,60647384356.2,2.6784011821694377e8,2.76267835014143e9,3.529854187776833e9,6.625742850640602e9,1.0212665455434517e9,3.199368286348089e9,1.8083801961071982e9,2.846711262410075e9,2.5625719798449235e9,1.5772997032004826e9,1.3412778684785213e8,3.264847006909015e8,1.0963706866867735e9,5.130223277633976e8,1.8512193452083015e9,1.3058091031178663e10,1.3708262290113032e8,1.2937694141885854e8,7.64914004002949e7,1.775227296922874e8,4.5658588144347515e9,2.5451423899595695e9,4.519458347720184e9,5.494021971356106e8,4.687621987204131e9,7.839756676562932e7,2050,TEMOA,0.2,full-base-200
cNSE,628260453.4,1.2940865405858232e7,57863.44992152997,58962.09785076939,60698.913599569954,5.607683516854362e8,58119.61011820591,3.282362279888307e6,58396.119423822754,2.8248888750094477e7,1.3966640812207608e7,7.870927361246085e6,57656.35456725002,58109.9495936695,57891.06528390059,61451.72282591327,59784.909894629505,57376.016593348344,57474.70795514031,57177.87286885505,57930.78433214288,59551.35311460261,58627.79299928735,59719.94940036599,58679.77697261638,69383.88816143577,57560.75250834984,2050,TEMOA,0.0,full-base-200
cStart,9694701981.6,9.182842824674106e7,4.8892033711596256e8,5.52415478929663e8,1.2175710250752084e9,1.4407858852067366e8,4.5352727981653506e8,2.282522791008301e8,5.441641817495939e8,4.030447315928195e8,1.9201780786590222e8,3.710080497788629e7,4.491948291389058e7,1.0087257219347094e8,9.685432737091881e7,3.9559534431670827e8,1.4191215470749934e9,3.939427550110998e7,1.99018186276747e7,1.421891215436558e7,7.979739111749905e7,6.551725486771955e8,4.5557090696352273e8,9.630764296419764e8,9.307921488877575e7,9.248721424183832e8,3.933412472925703e7,2050,TEMOA,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,full-base-200
cNetworkExp,13216354740.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,full-base-200
cUnmetPolicyPenalty,24107895308.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.1,full-base-200
cFix,3509011311938.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.7,full-base-200
cNSE,8542346839.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-200
cNetworkExp,177947992666.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-200
cStart,139545041515.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-200
cUnmetPolicyPenalty,187568940475.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-200
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,full-base-200
cVar,1115153036898.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.2,full-base-200
cFix,63416618119.0,2.335458938e9,9.0635084e8,8.36524536e8,1.745265245e9,1.9407603735e9,4.1400237159e9,1.4262145821e9,2.3970599214e9,3.512113657e9,2.393647218e9,1.04410532e8,1.388397187e9,2.49111657e9,1.213366928e9,4.051532861e9,4.4257145337e9,2.1311269776e9,1.322431379e9,1.7013259784e9,2.228092665e9,4.3368927269e9,4.273101444e9,3.08539732e9,2.6269326712e9,5.3231152583e9,1.08024406e9,2027,USENSYS,0.5,full-base-200
cVar,59658037137.5,1.2480756293269916e9,1.6825681488416617e9,1.720035492934499e9,6.27756357377353e9,2.234974386957818e9,1.6052420619530125e9,1.7275633165245042e9,3.653901919649383e9,2.1089423051953425e9,1.03885093900864e9,7.033160862662178e8,1.0825735244771993e9,1.7588839406497939e9,1.724530435820581e9,5.614691367893557e9,5.273673051569115e9,3.82981155681178e8,6.208524656857046e8,2.876598270720297e8,1.1959279584415624e9,3.369728161022916e9,2.85742402930948e9,4.64347233469195e9,1.7461012970906274e9,4.611177816978637e9,4.873259106188031e8,2027,USENSYS,0.5,full-base-200
cNSE,981548.0,17320.667863420815,17829.201235292454,17960.868841683987,18825.193230990717,526303.6724778306,18473.822146318813,18038.58000824712,18596.260251207575,18797.83085717172,18047.61161449081,18003.85110252144,17904.644818527493,18113.846110285507,18419.307582210768,18975.723753389175,18686.916282506387,17268.500140218144,18037.029884850457,17750.245921048972,18050.812292037634,18522.69501195039,18420.781980400763,18786.42861206863,17981.19138742827,19215.63007250698,17216.67656937733,2027,USENSYS,0.0,full-base-200
cStart,623779445.9,4.503677388198404e6,1.7734334700401407e6,3.5439067584936516e6,6.477320405606304e6,3.8656859116050988e6,4.8678999136194244e7,9.284720657322325e6,9.503012842230331e6,9.887808336501299e7,799874.4674124763,4.271001346269666e6,312571.4904900292,1.6519707662302436e7,2.681611045910053e6,2.4341524441162344e7,3.700228318921431e7,1.0419924239528311e7,2.7759927576891683e7,1.7146798931029517e7,4.7468169871529855e7,1.896646511352226e7,9.239343536173053e6,8.423733191646265e6,6.018448005033088e6,1.881834434421229e8,1.771577844475553e7,2027,USENSYS,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-200
cNetworkExp,428234238.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-200
cUnmetPolicyPenalty,335926.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,full-base-200
cFix,129472538912.7,3.719120198e9,2.486898641e9,2.5839506865e9,7.6734820199e9,5.3343765755e9,6.9754521626e9,3.5484540308e9,4.321474783e9,7.6966389458e9,4.7431352711e9,9.0716512e7,3.6776188358e9,2.662779689e9,3.049983782e9,7.189863772700001e9,1.08179933002e10,3.9922182976e9,2.456317462e9,2.1586660213e9,6.7256130858e9,7.1710152124e9,7.3061976e9,7.0456867835e9,4.4286880094e9,9.4673404758e9,2.148856759e9,2030,USENSYS,0.7,full-base-200
cVar,36771812996.1,3.230190470221052e8,1.1873979591249068e9,1.228016170057859e9,4.556173129852124e9,1.064345904532725e9,1.3837951909158175e9,1.125272965364459e9,1.6183212024936566e9,8.802942756018227e8,2.1314107211595246e8,2.299576758109904e8,5.584282250858866e8,1.1790619664622765e9,7.750538375380647e8,3.1886522828725905e9,5.282797245202928e9,5.70339872537923e7,1.5482049086500925e8,7.971378606521624e7,3.402560195229989e8,2.906841750065873e9,1.4163685529680216e9,3.3815314345855145e9,6.105774392415603e8,2.8253048032160125e9,2.0563658230766255e8,2030,USENSYS,0.2,full-base-200
cNSE,128715.9,5170.542405082175,5101.913748622053,4867.946760262625,4667.485812069606,5065.759095091458,4814.388509602708,5016.0500138992775,4820.833134570465,4536.751439019377,5096.832383011648,5232.68930734402,5143.008545297813,5216.777414771848,4982.383275854097,4786.5818710379035,5077.982223258941,4789.45995577804,5015.698625236659,5223.054283518313,4943.133188435682,4536.359426618817,4801.708692598941,4882.783766817478,5169.441714701696,4582.0821100771045,5174.238166005938,2030,USENSYS,0.0,full-base-200
cStart,3746786673.4,4.296668297288812e7,9.979019997952883e7,1.1276530949813509e8,5.049630352212003e8,1.0642134467322846e8,1.2498498202755481e8,9.574286790779112e7,1.94753769184549e8,1.2803969681334436e8,1.7752313098527215e7,4.078745212110162e7,3.757683179635287e7,6.971307105996956e7,8.623227220820811e7,4.24296915830873e8,4.3889589857068175e8,1.0895425992479261e7,1.4645248370817324e7,1.0195970047741856e7,6.334974086726671e7,1.6932781182846296e8,1.3625245455115372e8,3.534696941345395e8,4.73042247805695e7,3.762882986120358e8,3.937516120544061e7,2030,USENSYS,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-200
cNetworkExp,5662266047.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-200
cUnmetPolicyPenalty,1620509503.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-200
cFix,167379113667.6,5.28457302e9,3.591651068e9,4.4833919275e9,9.3978074015e9,8.1557226547e9,8.714373925599998e9,4.2435748908e9,5.4485807575e9,1.00507190248e10,6.159249151299999e9,2.30060046e8,4.8276898028e9,3.3351554741e9,4.0108777052e9,6.930222072700001e9,1.66707477722e10,5.401629628299999e9,3.134866259e9,2.6802483923e9,7.7497535259e9,8.4629166957e9,8.821942432e9,8.999483435e9,5.0620202126e9,1.30286098098e10,2.5032465823e9,2035,USENSYS,0.7,full-base-200
cVar,47686134872.2,3.100728408757071e8,1.7368382882816343e9,2.2967032211637063e9,5.313598828790849e9,1.1854645715489597e9,2.282338670560221e9,1.3922957664698744e9,2.3418025710048766e9,1.8061835800248117e9,3.1180023121802175e8,1.230515269213245e8,4.124875389024205e8,1.0568971566140172e9,6.262260207432119e8,2.350304042761774e9,9.389496449521563e9,3.9528388652576864e7,1.333552938972696e8,7.536624052079916e7,2.5193388513837945e8,3.4516081386035714e9,2.0435791819443421e9,4.287197302975877e9,6.017789634322215e8,3.7321035522392693e9,1.3412261938598335e8,2035,USENSYS,0.2,full-base-200
cNSE,524679.0,19703.202738128595,20604.591255181105,21504.7031571853,20572.693172328345,21350.91832624522,20522.34344168786,20614.281505418985,20585.348554852975,19078.83724190302,19944.005631671334,21055.445688818763,20354.594070543175,19020.131341907625,20381.738226066278,20126.963311684613,21062.296016487504,18929.193517283395,19205.55224344056,18295.060667191334,19100.843402425442,19935.738259382357,20771.585269083025,20837.67139131335,20879.229691117802,21343.556293466525,18898.47879411539,2035,USENSYS,0.0,full-base-200
cStart,6636067512.6,9.296353788806772e7,2.0632938056491712e8,3.2801953293453676e8,7.874910924788355e8,2.0562407686291203e8,2.746259066127498e8,1.5983008326343843e8,3.645191750695333e8,2.889230700157631e8,5.404418089234474e7,5.162052600016263e7,4.3265511222154975e7,7.92763197887947e7,1.3184486200764033e8,4.9773994342689854e8,9.358486360466444e8,1.6138742241344836e7,1.793455222894338e7,1.1280857936509255e7,8.168482596419097e7,3.6061699227979445e8,2.7158819359836054e8,6.126579895974782e8,9.14755297300821e7,6.310469854943825e8,3.967700846610472e7,2035,USENSYS,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-200
cNetworkExp,8846328222.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-200
cUnmetPolicyPenalty,2209866901.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-200
cFix,190674555256.2,6.2474075855e9,4.0450011009e9,5.9352575692e9,1.05706212955e10,1.10736255337e10,9.613940276599998e9,4.4216129738e9,6.2934962275e9,1.18435796958e10,7.490430258299999e9,5.74208076e8,5.4046672458e9,3.3983060667e9,4.2401837832e9,7.673710987700001e9,1.85275558352e10,6.148778197299999e9,3.301047746e9,2.9806168163e9,7.9339243104e9,9.183641703099998e9,9.742217435e9,1.0191010244e10,6.023581143599999e9,1.51179157188e10,2.6982174303e9,2040,USENSYS,0.7,full-base-200
cVar,53907845250.3,3.148876713151113e8,2.168777842248949e9,3.4995060156021986e9,5.751880017819781e9,1.1040049533328052e9,2.5313365641497188e9,1.549357056240046e9,2.6198418102106953e9,2.2498235049440002e9,8.16545429049506e8,1.2900022852398296e8,3.8976846498534334e8,1.0243964055841484e9,5.575538604137284e8,2.0454355323906748e9,1.085706297382567e10,4.1226896421443415e8,1.2971074665215151e8,8.036071341160792e7,2.2338304946538937e8,3.9220743246582775e9,2.1702952900860853e9,4.38362830600621e9,7.099728955851778e8,4.159511984947074e9,1.0746064464999533e8,2040,USENSYS,0.2,full-base-200
cNSE,12886322.5,30455.154331588332,30075.494375537193,29555.777636195075,29687.294369820807,30017.350184379447,29902.74698559934,30526.96088254306,29573.404191659236,29840.362939087696,1.2137626023614118e7,30471.246259332966,30171.382819965642,30577.99243573035,29993.174290075196,29701.041406100434,30011.67904047239,29910.304129744167,29945.477933728922,30228.306153060632,29881.138006705838,29666.382570970338,29646.402323392635,29457.77024297649,29870.636159623984,29286.623444477795,30242.37109249155,2040,USENSYS,0.0,full-base-200
cStart,9208963178.9,1.4098396300270793e8,3.9157449268834674e8,7.397976183189886e8,1.038801099834438e9,1.94685766530602e8,3.705903795553566e8,2.018073258044056e8,5.07305800183296e8,4.2116574363345647e8,1.6100017094755158e8,3.901537164165321e7,4.7389342061340936e7,9.812706891882624e7,1.2865445550017588e8,4.903002895109204e8,1.1959660972648807e9,1.0476603816785075e8,2.2178667409309242e7,1.5547452744847925e7,1.0177662802540812e8,5.069766750648199e8,3.7463101484333986e8,8.056492193418272e8,1.8240551833717218e8,8.801469241077636e8,4.772005550847841e7,2040,USENSYS,0.0,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-200
cNetworkExp,10231863566.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-200
