Zone,value,zone,planning_year,model,agg_zone,case
13,3.0820393495888023,PJMC,2045,USENSYS,PJM,full-base-200-retire
14,3.261683524775463,PJMD,2045,USENSYS,PJM,full-base-200-retire
15,3.97292862603064,PJME,2045,USENSYS,PJM,full-base-200-retire
16,3.0300600385366616,PJMW,2045,USENSYS,PJM,full-base-200-retire
17,3.185292018366705,RMRG,2045,USENSYS,WECC,full-base-200-retire
18,3.061033998600289,SPPC,2045,USENSYS,SPP,full-base-200-retire
19,3.179231538547713,SPPN,2045,USENSYS,SPP,full-base-200-retire
20,3.4629440820371187,SPPS,2045,USENSYS,SPP,full-base-200-retire
21,3.2956495453047596,SRCA,2045,USENSYS,SOU,full-base-200-retire
22,3.61710389011872,SRCE,2045,USENSYS,MISO,full-base-200-retire
23,3.254384225888147,SRSE,2045,USENSYS,SOU,full-base-200-retire
24,3.369069692908453,SRSG,2045,USENSYS,WECC,full-base-200-retire
25,3.423721373952548,TRE,2045,USENSYS,TRE,full-base-200-retire
26,3.2134823278157127,TREW,2045,USENSYS,TRE,full-base-200-retire
1,11.524234418852531,BASN,2050,USENSYS,WECC,full-base-200-retire
2,11.50877764531666,CANO,2050,USENSYS,CA,full-base-200-retire
3,11.581113699089352,CASO,2050,USENSYS,CA,full-base-200-retire
4,11.836477465170738,FRCC,2050,USENSYS,SOU,full-base-200-retire
5,11.66946120741698,ISNE,2050,USENSYS,NE,full-base-200-retire
6,11.582339165095153,MISC,2050,USENSYS,MISO,full-base-200-retire
7,11.570779130945288,MISE,2050,USENSYS,MISO,full-base-200-retire
8,11.613211741430252,MISS,2050,USENSYS,MISO,full-base-200-retire
9,11.66109657764706,MISW,2050,USENSYS,MISO,full-base-200-retire
10,13729.5531415668,NWPP,2050,USENSYS,WECC,full-base-200-retire
11,11.521308289633938,NYCW,2050,USENSYS,NE,full-base-200-retire
12,11.357446780263876,NYUP,2050,USENSYS,NE,full-base-200-retire
13,11.54258718735954,PJMC,2050,USENSYS,PJM,full-base-200-retire
14,11.474951722829536,PJMD,2050,USENSYS,PJM,full-base-200-retire
15,12.007344812841056,PJME,2050,USENSYS,PJM,full-base-200-retire
16,11.637598995593988,PJMW,2050,USENSYS,PJM,full-base-200-retire
17,11.420482116144782,RMRG,2050,USENSYS,WECC,full-base-200-retire
18,11.347772599275885,SPPC,2050,USENSYS,SPP,full-base-200-retire
19,11.230499021032392,SPPN,2050,USENSYS,SPP,full-base-200-retire
20,11.552264953391033,SPPS,2050,USENSYS,SPP,full-base-200-retire
21,11.6516665278473,SRCA,2050,USENSYS,SOU,full-base-200-retire
22,11.672501936461195,SRCE,2050,USENSYS,MISO,full-base-200-retire
23,11.711053920579069,SRSE,2050,USENSYS,SOU,full-base-200-retire
24,11.509246049379808,SRSG,2050,USENSYS,WECC,full-base-200-retire
25,11.940676619634347,TRE,2050,USENSYS,TRE,full-base-200-retire
26,11.298102568119258,TREW,2050,USENSYS,TRE,full-base-200-retire
1,0.1707244808794036,BASN,2027,GenX,WECC,full-current-policies
2,0.1880539247179596,CANO,2027,GenX,CA,full-current-policies
3,0.1814801608891047,CASO,2027,GenX,CA,full-current-policies
4,0.196878124485987,FRCC,2027,GenX,SOU,full-current-policies
5,6567.219624638552,ISNE,2027,GenX,NE,full-current-policies
6,0.1871604848230539,MISC,2027,GenX,MISO,full-current-policies
7,0.1792689098966703,MISE,2027,GenX,MISO,full-current-policies
8,0.184452417655292,MISS,2027,GenX,MISO,full-current-policies
9,0.185727594749485,MISW,2027,GenX,MISO,full-current-policies
10,0.1805939397491909,NWPP,2027,GenX,WECC,full-current-policies
11,1409.0342015179947,NYCW,2027,GenX,NE,full-current-policies
12,0.1906275531741875,NYUP,2027,GenX,NE,full-current-policies
13,0.1967039577901722,PJMC,2027,GenX,PJM,full-current-policies
14,0.1587838037238624,PJMD,2027,GenX,PJM,full-current-policies
15,0.2100559468508222,PJME,2027,GenX,PJM,full-current-policies
16,0.1903448940445236,PJMW,2027,GenX,PJM,full-current-policies
17,0.1740816924418244,RMRG,2027,GenX,WECC,full-current-policies
18,0.1820934620279444,SPPC,2027,GenX,SPP,full-current-policies
19,0.1801150145887282,SPPN,2027,GenX,SPP,full-current-policies
20,0.1838640904896509,SPPS,2027,GenX,SPP,full-current-policies
21,0.1872221184291586,SRCA,2027,GenX,SOU,full-current-policies
22,0.192412729601073,SRCE,2027,GenX,MISO,full-current-policies
23,0.1998939868515095,SRSE,2027,GenX,SOU,full-current-policies
24,0.1833787030700203,SRSG,2027,GenX,WECC,full-current-policies
25,0.2041535952950325,TRE,2027,GenX,TRE,full-current-policies
26,0.1990350555851129,TREW,2027,GenX,TRE,full-current-policies
1,0.1683992214805138,BASN,2030,GenX,WECC,full-current-policies
2,0.1688368975133755,CANO,2030,GenX,CA,full-current-policies
3,0.1722500581954927,CASO,2030,GenX,CA,full-current-policies
4,0.1814944558767558,FRCC,2030,GenX,SOU,full-current-policies
5,48106.45434986283,ISNE,2030,GenX,NE,full-current-policies
6,0.1719353832846994,MISC,2030,GenX,MISO,full-current-policies
7,25.397511050066917,MISE,2030,GenX,MISO,full-current-policies
8,0.1730859279220948,MISS,2030,GenX,MISO,full-current-policies
9,0.1747254210016651,MISW,2030,GenX,MISO,full-current-policies
10,0.1571176369942919,NWPP,2030,GenX,WECC,full-current-policies
11,1704.4160361365632,NYCW,2030,GenX,NE,full-current-policies
12,0.1633113749564151,NYUP,2030,GenX,NE,full-current-policies
13,0.1851340095581354,PJMC,2030,GenX,PJM,full-current-policies
14,0.1716611534804817,PJMD,2030,GenX,PJM,full-current-policies
15,0.2124562024261365,PJME,2030,GenX,PJM,full-current-policies
16,0.1749883940786056,PJMW,2030,GenX,PJM,full-current-policies
17,0.1551601493020454,RMRG,2030,GenX,WECC,full-current-policies
18,0.1638518818583089,SPPC,2030,GenX,SPP,full-current-policies
19,0.1582169099439111,SPPN,2030,GenX,SPP,full-current-policies
20,0.1703712992322323,SPPS,2030,GenX,SPP,full-current-policies
21,0.1763720415586333,SRCA,2030,GenX,SOU,full-current-policies
22,0.1754246555167614,SRCE,2030,GenX,MISO,full-current-policies
23,0.1979073990591303,SRSE,2030,GenX,SOU,full-current-policies
24,0.1656536444459658,SRSG,2030,GenX,WECC,full-current-policies
25,0.2084004952696806,TRE,2030,GenX,TRE,full-current-policies
26,0.1754853637274571,TREW,2030,GenX,TRE,full-current-policies
1,0.361091665848756,BASN,2035,GenX,WECC,full-current-policies
2,0.358558447560223,CANO,2035,GenX,CA,full-current-policies
3,563.2731864354344,CASO,2035,GenX,CA,full-current-policies
4,78.71730774399238,FRCC,2035,GenX,SOU,full-current-policies
5,73096.69679273658,ISNE,2035,GenX,NE,full-current-policies
6,0.3585799637080883,MISC,2035,GenX,MISO,full-current-policies
7,2202.4059601341196,MISE,2035,GenX,MISO,full-current-policies
8,0.3650510288043954,MISS,2035,GenX,MISO,full-current-policies
9,19978.01164901832,MISW,2035,GenX,MISO,full-current-policies
10,46628.29940354871,NWPP,2035,GenX,WECC,full-current-policies
11,23191.570193416996,NYCW,2035,GenX,NE,full-current-policies
12,0.3718999282655428,NYUP,2035,GenX,NE,full-current-policies
13,0.3745153642149242,PJMC,2035,GenX,PJM,full-current-policies
14,0.3927269322148854,PJMD,2035,GenX,PJM,full-current-policies
15,2726.671558194255,PJME,2035,GenX,PJM,full-current-policies
16,0.3730394109170806,PJMW,2035,GenX,PJM,full-current-policies
17,0.3577924420828471,RMRG,2035,GenX,WECC,full-current-policies
18,0.3617606845340305,SPPC,2035,GenX,SPP,full-current-policies
19,0.3587370801942389,SPPN,2035,GenX,SPP,full-current-policies
20,0.3638527799379503,SPPS,2035,GenX,SPP,full-current-policies
21,1091.6792184221968,SRCA,2035,GenX,SOU,full-current-policies
22,0.3734265912884457,SRCE,2035,GenX,MISO,full-current-policies
23,0.3752859929145681,SRSE,2035,GenX,SOU,full-current-policies
24,0.3706499473697002,SRSG,2035,GenX,WECC,full-current-policies
25,46.17026610614417,TRE,2035,GenX,TRE,full-current-policies
26,0.3637397128370663,TREW,2035,GenX,TRE,full-current-policies
1,11922.48284745841,BASN,2040,GenX,WECC,full-current-policies
2,0.3660782888868542,CANO,2040,GenX,CA,full-current-policies
3,7637.356541101703,CASO,2040,GenX,CA,full-current-policies
4,6728.33672097699,FRCC,2040,GenX,SOU,full-current-policies
5,95183.71555689194,ISNE,2040,GenX,NE,full-current-policies
6,4796.145489743033,MISC,2040,GenX,MISO,full-current-policies
7,1739.343266823577,MISE,2040,GenX,MISO,full-current-policies
8,0.3611608218926215,MISS,2040,GenX,MISO,full-current-policies
9,15724.583493017606,MISW,2040,GenX,MISO,full-current-policies
10,95115.5386273886,NWPP,2040,GenX,WECC,full-current-policies
11,45888.22120956062,NYCW,2040,GenX,NE,full-current-policies
12,0.3710472614306507,NYUP,2040,GenX,NE,full-current-policies
13,0.3682468769459652,PJMC,2040,GenX,PJM,full-current-policies
14,10312.31183691641,PJMD,2040,GenX,PJM,full-current-policies
15,12779.884392514,PJME,2040,GenX,PJM,full-current-policies
16,2937.364577690971,PJMW,2040,GenX,PJM,full-current-policies
17,520.2172551085388,RMRG,2040,GenX,WECC,full-current-policies
18,0.3644856953095026,SPPC,2040,GenX,SPP,full-current-policies
19,0.3640635754104826,SPPN,2040,GenX,SPP,full-current-policies
20,0.3692880516246822,SPPS,2040,GenX,SPP,full-current-policies
21,4450.664314793351,SRCA,2040,GenX,SOU,full-current-policies
22,4156.279918092038,SRCE,2040,GenX,MISO,full-current-policies
23,1272.3841472928088,SRSE,2040,GenX,SOU,full-current-policies
24,4042.01481442648,SRSG,2040,GenX,WECC,full-current-policies
25,31778.80676386371,TRE,2040,GenX,TRE,full-current-policies
26,0.3724590404349397,TREW,2040,GenX,TRE,full-current-policies
1,7453.493465000825,BASN,2045,GenX,WECC,full-current-policies
2,224.37374792778516,CANO,2045,GenX,CA,full-current-policies
3,2066.156160280897,CASO,2045,GenX,CA,full-current-policies
4,4867.765537615716,FRCC,2045,GenX,SOU,full-current-policies
5,92605.37560496417,ISNE,2045,GenX,NE,full-current-policies
6,2423.1692688478565,MISC,2045,GenX,MISO,full-current-policies
7,2685.1430917389503,MISE,2045,GenX,MISO,full-current-policies
8,4651.328018305057,MISS,2045,GenX,MISO,full-current-policies
9,11711.553539555462,MISW,2045,GenX,MISO,full-current-policies
10,89663.29384544733,NWPP,2045,GenX,WECC,full-current-policies
11,61452.455268090096,NYCW,2045,GenX,NE,full-current-policies
12,2.7168737204052182,NYUP,2045,GenX,NE,full-current-policies
13,2.8782757952377107,PJMC,2045,GenX,PJM,full-current-policies
14,21382.22167574899,PJMD,2045,GenX,PJM,full-current-policies
15,14921.55379900063,PJME,2045,GenX,PJM,full-current-policies
16,2.5082452998217217,PJMW,2045,GenX,PJM,full-current-policies
17,4249.100891231197,RMRG,2045,GenX,WECC,full-current-policies
18,5768.483216303469,SPPC,2045,GenX,SPP,full-current-policies
19,2.639611360942334,SPPN,2045,GenX,SPP,full-current-policies
20,4404.918349390078,SPPS,2045,GenX,SPP,full-current-policies
21,5265.944951446814,SRCA,2045,GenX,SOU,full-current-policies
22,12184.0991511939,SRCE,2045,GenX,MISO,full-current-policies
23,13170.36861194058,SRSE,2045,GenX,SOU,full-current-policies
24,5746.391587716467,SRSG,2045,GenX,WECC,full-current-policies
25,43594.80180436728,TRE,2045,GenX,TRE,full-current-policies
26,2.6594783139510816,TREW,2045,GenX,TRE,full-current-policies
1,5483.337111238344,BASN,2050,GenX,WECC,full-current-policies
2,3207.379139293183,CANO,2050,GenX,CA,full-current-policies
3,8557.921878146684,CASO,2050,GenX,CA,full-current-policies
4,9115.421589069443,FRCC,2050,GenX,SOU,full-current-policies
5,102185.29727050378,ISNE,2050,GenX,NE,full-current-policies
6,5454.36012032526,MISC,2050,GenX,MISO,full-current-policies
7,5583.395262864969,MISE,2050,GenX,MISO,full-current-policies
8,6510.321782467637,MISS,2050,GenX,MISO,full-current-policies
9,10146.161231878175,MISW,2050,GenX,MISO,full-current-policies
10,51703.90689593309,NWPP,2050,GenX,WECC,full-current-policies
11,59499.80336803503,NYCW,2050,GenX,NE,full-current-policies
12,2.5205494438711553,NYUP,2050,GenX,NE,full-current-policies
13,2.2275263935952516,PJMC,2050,GenX,PJM,full-current-policies
14,22611.004815033208,PJMD,2050,GenX,PJM,full-current-policies
15,8811.729465425755,PJME,2050,GenX,PJM,full-current-policies
16,737.269463193444,PJMW,2050,GenX,PJM,full-current-policies
17,7996.998831787821,RMRG,2050,GenX,WECC,full-current-policies
18,7073.624772575796,SPPC,2050,GenX,SPP,full-current-policies
19,2.4022555765728497,SPPN,2050,GenX,SPP,full-current-policies
20,5993.222815946253,SPPS,2050,GenX,SPP,full-current-policies
21,6791.089940031486,SRCA,2050,GenX,SOU,full-current-policies
22,18409.88540908855,SRCE,2050,GenX,MISO,full-current-policies
23,14388.607410231129,SRSE,2050,GenX,SOU,full-current-policies
24,7492.315481130579,SRSG,2050,GenX,WECC,full-current-policies
25,30703.10022153455,TRE,2050,GenX,TRE,full-current-policies
26,2.6134352796097824,TREW,2050,GenX,TRE,full-current-policies
1,0.5974315621161961,BASN,2027,SWITCH,WECC,full-current-policies
2,0.6328643690393033,CANO,2027,SWITCH,CA,full-current-policies
3,0.6503721807104801,CASO,2027,SWITCH,CA,full-current-policies
4,0.6987529188846204,FRCC,2027,SWITCH,SOU,full-current-policies
5,6866.115463555246,ISNE,2027,SWITCH,NE,full-current-policies
6,0.6512485184277471,MISC,2027,SWITCH,MISO,full-current-policies
7,0.6385685701665217,MISE,2027,SWITCH,MISO,full-current-policies
8,0.6656798681697366,MISS,2027,SWITCH,MISO,full-current-policies
9,0.6625314778836531,MISW,2027,SWITCH,MISO,full-current-policies
10,0.6103888281322818,NWPP,2027,SWITCH,WECC,full-current-policies
11,0.6793700182058134,NYCW,2027,SWITCH,NE,full-current-policies
12,0.6038149373246248,NYUP,2027,SWITCH,NE,full-current-policies
13,0.6275277874452145,PJMC,2027,SWITCH,PJM,full-current-policies
14,0.4810302962002564,PJMD,2027,SWITCH,PJM,full-current-policies
15,0.6138922289060613,PJME,2027,SWITCH,PJM,full-current-policies
16,0.584116132751581,PJMW,2027,SWITCH,PJM,full-current-policies
17,0.5928009162451056,RMRG,2027,SWITCH,WECC,full-current-policies
18,0.6061882698809882,SPPC,2027,SWITCH,SPP,full-current-policies
19,0.5987599217030735,SPPN,2027,SWITCH,SPP,full-current-policies
20,0.6263514869978517,SPPS,2027,SWITCH,SPP,full-current-policies
21,0.6206067664247262,SRCA,2027,SWITCH,SOU,full-current-policies
22,0.6569608032887072,SRCE,2027,SWITCH,MISO,full-current-policies
23,0.7059127823341478,SRSE,2027,SWITCH,SOU,full-current-policies
24,0.6397245140288368,SRSG,2027,SWITCH,WECC,full-current-policies
25,0.7146196807987332,TRE,2027,SWITCH,TRE,full-current-policies
26,0.6502431235789485,TREW,2027,SWITCH,TRE,full-current-policies
1,0.244426060825813,BASN,2030,SWITCH,WECC,full-current-policies
2,0.2314914076779461,CANO,2030,SWITCH,CA,full-current-policies
3,0.2452451491263896,CASO,2030,SWITCH,CA,full-current-policies
4,0.3030274384909068,FRCC,2030,SWITCH,SOU,full-current-policies
5,47413.18198147595,ISNE,2030,SWITCH,NE,full-current-policies
6,0.261133588083854,MISC,2030,SWITCH,MISO,full-current-policies
7,0.2456639592301145,MISE,2030,SWITCH,MISO,full-current-policies
8,0.2741492744676982,MISS,2030,SWITCH,MISO,full-current-policies
9,0.2711690428712148,MISW,2030,SWITCH,MISO,full-current-policies
10,0.2698887757039493,NWPP,2030,SWITCH,WECC,full-current-policies
11,19.46591523059288,NYCW,2030,SWITCH,NE,full-current-policies
12,0.2109022950727253,NYUP,2030,SWITCH,NE,full-current-policies
13,0.2612796507821096,PJMC,2030,SWITCH,PJM,full-current-policies
14,0.2430153874374498,PJMD,2030,SWITCH,PJM,full-current-policies
15,0.2441537308907877,PJME,2030,SWITCH,PJM,full-current-policies
16,0.2748006512664218,PJMW,2030,SWITCH,PJM,full-current-policies
17,0.2505390960183021,RMRG,2030,SWITCH,WECC,full-current-policies
18,0.2471401125219913,SPPC,2030,SWITCH,SPP,full-current-policies
19,0.2188560206975894,SPPN,2030,SWITCH,SPP,full-current-policies
20,0.2561447340784762,SPPS,2030,SWITCH,SPP,full-current-policies
21,0.2849426240087682,SRCA,2030,SWITCH,SOU,full-current-policies
22,0.2802542879064195,SRCE,2030,SWITCH,MISO,full-current-policies
23,0.25855584494093,SRSE,2030,SWITCH,SOU,full-current-policies
24,0.2673294714186849,SRSG,2030,SWITCH,WECC,full-current-policies
25,0.2468227938493978,TRE,2030,SWITCH,TRE,full-current-policies
26,0.211869455372378,TREW,2030,SWITCH,TRE,full-current-policies
1,2.344069854079689,BASN,2035,SWITCH,WECC,full-current-policies
2,2.51215490232003,CANO,2035,SWITCH,CA,full-current-policies
3,375.45274366300623,CASO,2035,SWITCH,CA,full-current-policies
4,2.849920707592758,FRCC,2035,SWITCH,SOU,full-current-policies
5,81483.6469840995,ISNE,2035,SWITCH,NE,full-current-policies
6,2.834466376003478,MISC,2035,SWITCH,MISO,full-current-policies
7,2185.1780328300797,MISE,2035,SWITCH,MISO,full-current-policies
8,2.6713155682756224,MISS,2035,SWITCH,MISO,full-current-policies
9,15526.012012091714,MISW,2035,SWITCH,MISO,full-current-policies
10,54230.39716004164,NWPP,2035,SWITCH,WECC,full-current-policies
11,21889.44382647894,NYCW,2035,SWITCH,NE,full-current-policies
12,2.881635346827425,NYUP,2035,SWITCH,NE,full-current-policies
13,2.798892754217555,PJMC,2035,SWITCH,PJM,full-current-policies
14,231.05842281249275,PJMD,2035,SWITCH,PJM,full-current-policies
15,3155.3394054616588,PJME,2035,SWITCH,PJM,full-current-policies
16,2.9925963150771575,PJMW,2035,SWITCH,PJM,full-current-policies
17,2.2988821548754057,RMRG,2035,SWITCH,WECC,full-current-policies
18,2.798800019994188,SPPC,2035,SWITCH,SPP,full-current-policies
19,2.6574098225293303,SPPN,2035,SWITCH,SPP,full-current-policies
20,2.8538435398810615,SPPS,2035,SWITCH,SPP,full-current-policies
21,1188.235295712759,SRCA,2035,SWITCH,SOU,full-current-policies
22,2.909166824855323,SRCE,2035,SWITCH,MISO,full-current-policies
23,3.0420112414876312,SRSE,2035,SWITCH,SOU,full-current-policies
24,2.291294806730502,SRSG,2035,SWITCH,WECC,full-current-policies
25,3.0730208669877785,TRE,2035,SWITCH,TRE,full-current-policies
26,2.5673290508429303,TREW,2035,SWITCH,TRE,full-current-policies
1,18560.407252785913,BASN,2040,SWITCH,WECC,full-current-policies
2,0.3985878334144352,CANO,2040,SWITCH,CA,full-current-policies
3,5043.248913478403,CASO,2040,SWITCH,CA,full-current-policies
4,6357.245200894331,FRCC,2040,SWITCH,SOU,full-current-policies
5,99020.444699448,ISNE,2040,SWITCH,NE,full-current-policies
6,5906.8114436525475,MISC,2040,SWITCH,MISO,full-current-policies
7,1523.938225339126,MISE,2040,SWITCH,MISO,full-current-policies
8,0.3815736604571433,MISS,2040,SWITCH,MISO,full-current-policies
9,18826.34097303846,MISW,2040,SWITCH,MISO,full-current-policies
10,153890.39121207155,NWPP,2040,SWITCH,WECC,full-current-policies
11,45246.69563188705,NYCW,2040,SWITCH,NE,full-current-policies
12,0.4000118150699734,NYUP,2040,SWITCH,NE,full-current-policies
13,0.3866322340331444,PJMC,2040,SWITCH,PJM,full-current-policies
14,8227.983794290425,PJMD,2040,SWITCH,PJM,full-current-policies
15,17541.17329119866,PJME,2040,SWITCH,PJM,full-current-policies
16,5630.859891670237,PJMW,2040,SWITCH,PJM,full-current-policies
17,861.181335793829,RMRG,2040,SWITCH,WECC,full-current-policies
18,0.3920760955721444,SPPC,2040,SWITCH,SPP,full-current-policies
19,0.3974791102220248,SPPN,2040,SWITCH,SPP,full-current-policies
20,0.3892911660153852,SPPS,2040,SWITCH,SPP,full-current-policies
21,5634.927683217538,SRCA,2040,SWITCH,SOU,full-current-policies
22,5247.173732329934,SRCE,2040,SWITCH,MISO,full-current-policies
23,2416.815584750095,SRSE,2040,SWITCH,SOU,full-current-policies
24,5341.267079825381,SRSG,2040,SWITCH,WECC,full-current-policies
25,35813.56815162975,TRE,2040,SWITCH,TRE,full-current-policies
26,0.4003817548934869,TREW,2040,SWITCH,TRE,full-current-policies
1,7025.748830761494,BASN,2045,SWITCH,WECC,full-current-policies
2,2.56454818210049,CANO,2045,SWITCH,CA,full-current-policies
3,1841.67390206628,CASO,2045,SWITCH,CA,full-current-policies
4,3144.346090647613,FRCC,2045,SWITCH,SOU,full-current-policies
5,90183.39075063524,ISNE,2045,SWITCH,NE,full-current-policies
6,4560.35193040247,MISC,2045,SWITCH,MISO,full-current-policies
7,3715.312894265211,MISE,2045,SWITCH,MISO,full-current-policies
8,2971.688922402916,MISS,2045,SWITCH,MISO,full-current-policies
9,11865.335217295178,MISW,2045,SWITCH,MISO,full-current-policies
10,101912.39575070764,NWPP,2045,SWITCH,WECC,full-current-policies
11,57759.64244367731,NYCW,2045,SWITCH,NE,full-current-policies
12,3.1650185273764153,NYUP,2045,SWITCH,NE,full-current-policies
13,3.156625898756071,PJMC,2045,SWITCH,PJM,full-current-policies
14,18030.910984004393,PJMD,2045,SWITCH,PJM,full-current-policies
15,18735.605566067938,PJME,2045,SWITCH,PJM,full-current-policies
16,3.104396227841304,PJMW,2045,SWITCH,PJM,full-current-policies
17,6420.103688823359,RMRG,2045,SWITCH,WECC,full-current-policies
18,5421.410401811079,SPPC,2045,SWITCH,SPP,full-current-policies
19,1851.129525047887,SPPN,2045,SWITCH,SPP,full-current-policies
20,8332.074077172661,SPPS,2045,SWITCH,SPP,full-current-policies
21,3226.949833494113,SRCA,2045,SWITCH,SOU,full-current-policies
22,11458.944555646442,SRCE,2045,SWITCH,MISO,full-current-policies
23,13449.672468593946,SRSE,2045,SWITCH,SOU,full-current-policies
24,5467.205647107601,SRSG,2045,SWITCH,WECC,full-current-policies
25,39545.13506300976,TRE,2045,SWITCH,TRE,full-current-policies
26,2.892707780112304,TREW,2045,SWITCH,TRE,full-current-policies
1,6560.34663806471,BASN,2050,SWITCH,WECC,full-current-policies
2,3685.733696796555,CANO,2050,SWITCH,CA,full-current-policies
3,8050.222526174796,CASO,2050,SWITCH,CA,full-current-policies
4,11271.982626871311,FRCC,2050,SWITCH,SOU,full-current-policies
5,101229.42851433234,ISNE,2050,SWITCH,NE,full-current-policies
6,4962.380381176516,MISC,2050,SWITCH,MISO,full-current-policies
7,4649.703288828218,MISE,2050,SWITCH,MISO,full-current-policies
8,5358.425824018432,MISS,2050,SWITCH,MISO,full-current-policies
9,9564.337675736922,MISW,2050,SWITCH,MISO,full-current-policies
10,81365.52114897397,NWPP,2050,SWITCH,WECC,full-current-policies
11,60872.06175335129,NYCW,2050,SWITCH,NE,full-current-policies
12,1.212010792159016,NYUP,2050,SWITCH,NE,full-current-policies
13,1.260167904996735,PJMC,2050,SWITCH,PJM,full-current-policies
14,20256.62868021818,PJMD,2050,SWITCH,PJM,full-current-policies
15,11486.893302395916,PJME,2050,SWITCH,PJM,full-current-policies
16,1.27914790814312,PJMW,2050,SWITCH,PJM,full-current-policies
17,13778.79532406847,RMRG,2050,SWITCH,WECC,full-current-policies
18,9210.32267790515,SPPC,2050,SWITCH,SPP,full-current-policies
19,1.3626118972366266,SPPN,2050,SWITCH,SPP,full-current-policies
20,11254.570688229433,SPPS,2050,SWITCH,SPP,full-current-policies
21,6024.724349043428,SRCA,2050,SWITCH,SOU,full-current-policies
22,16279.997736976731,SRCE,2050,SWITCH,MISO,full-current-policies
23,14057.904056455793,SRSE,2050,SWITCH,SOU,full-current-policies
24,9521.096694881093,SRSG,2050,SWITCH,WECC,full-current-policies
25,27789.753506657395,TRE,2050,SWITCH,TRE,full-current-policies
26,180.07888699649405,TREW,2050,SWITCH,TRE,full-current-policies
1,0.3241253857779836,BASN,2027,TEMOA,WECC,full-current-policies
2,0.3597056590721868,CANO,2027,TEMOA,CA,full-current-policies
3,0.4143159899742433,CASO,2027,TEMOA,CA,full-current-policies
4,0.3670857157930556,FRCC,2027,TEMOA,SOU,full-current-policies
5,7393.23580721191,ISNE,2027,TEMOA,NE,full-current-policies
6,0.3335732944055001,MISC,2027,TEMOA,MISO,full-current-policies
7,0.3166857772813949,MISE,2027,TEMOA,MISO,full-current-policies
8,0.3271734135765654,MISS,2027,TEMOA,MISO,full-current-policies
9,0.3328263384876192,MISW,2027,TEMOA,MISO,full-current-policies
10,0.3472697514315405,NWPP,2027,TEMOA,WECC,full-current-policies
11,3681.798231024648,NYCW,2027,TEMOA,NE,full-current-policies
12,0.3388305255631098,NYUP,2027,TEMOA,NE,full-current-policies
13,0.389150609822559,PJMC,2027,TEMOA,PJM,full-current-policies
14,0.3156043597606109,PJMD,2027,TEMOA,PJM,full-current-policies
15,0.418606465293477,PJME,2027,TEMOA,PJM,full-current-policies
16,0.3565271483752356,PJMW,2027,TEMOA,PJM,full-current-policies
17,0.3329824075961365,RMRG,2027,TEMOA,WECC,full-current-policies
18,0.3336879107631647,SPPC,2027,TEMOA,SPP,full-current-policies
19,0.326214783387434,SPPN,2027,TEMOA,SPP,full-current-policies
20,0.3508629444406632,SPPS,2027,TEMOA,SPP,full-current-policies
21,0.3516997963464196,SRCA,2027,TEMOA,SOU,full-current-policies
22,0.3471583141200154,SRCE,2027,TEMOA,MISO,full-current-policies
23,0.4228610731621574,SRSE,2027,TEMOA,SOU,full-current-policies
24,0.3375784801518131,SRSG,2027,TEMOA,WECC,full-current-policies
25,0.4401748927718039,TRE,2027,TEMOA,TRE,full-current-policies
26,0.3726135328937659,TREW,2027,TEMOA,TRE,full-current-policies
1,0.1428451547283734,BASN,2030,TEMOA,WECC,full-current-policies
2,0.1426321157165335,CANO,2030,TEMOA,CA,full-current-policies
3,0.1430499863021037,CASO,2030,TEMOA,CA,full-current-policies
4,0.1435156361661928,FRCC,2030,TEMOA,SOU,full-current-policies
5,51565.22519288012,ISNE,2030,TEMOA,NE,full-current-policies
6,0.140454750213593,MISC,2030,TEMOA,MISO,full-current-policies
7,229.48097952534408,MISE,2030,TEMOA,MISO,full-current-policies
8,0.142432990013235,MISS,2030,TEMOA,MISO,full-current-policies
9,0.1417527676403564,MISW,2030,TEMOA,MISO,full-current-policies
10,0.1423889504135382,NWPP,2030,TEMOA,WECC,full-current-policies
11,3905.7755580853577,NYCW,2030,TEMOA,NE,full-current-policies
12,0.1379222747573035,NYUP,2030,TEMOA,NE,full-current-policies
13,0.1417943799407689,PJMC,2030,TEMOA,PJM,full-current-policies
14,0.1371125611913382,PJMD,2030,TEMOA,PJM,full-current-policies
15,0.1458537876447216,PJME,2030,TEMOA,PJM,full-current-policies
16,0.1414365900219907,PJMW,2030,TEMOA,PJM,full-current-policies
17,0.1388500506009884,RMRG,2030,TEMOA,WECC,full-current-policies
18,0.1419375664331962,SPPC,2030,TEMOA,SPP,full-current-policies
19,0.1404210188208068,SPPN,2030,TEMOA,SPP,full-current-policies
20,0.1409902619549454,SPPS,2030,TEMOA,SPP,full-current-policies
21,0.1396382092084108,SRCA,2030,TEMOA,SOU,full-current-policies
22,0.1422326944664946,SRCE,2030,TEMOA,MISO,full-current-policies
23,0.1429283137460822,SRSE,2030,TEMOA,SOU,full-current-policies
24,0.1431697810339514,SRSG,2030,TEMOA,WECC,full-current-policies
25,0.1544481313806006,TRE,2030,TEMOA,TRE,full-current-policies
26,0.1402386952096297,TREW,2030,TEMOA,TRE,full-current-policies
1,0.6142345520137485,BASN,2035,TEMOA,WECC,full-current-policies
2,0.6327360836646007,CANO,2035,TEMOA,CA,full-current-policies
3,2439.126019749815,CASO,2035,TEMOA,CA,full-current-policies
